0,1
0,2
0,3
0,4
0,5
0,6
0,7
8,9
8,2
8,10
9,2
9,10
9,11
9,12
9,13
14,15
14,16
14,17
14,12
14,18
14,19
20,21
20,2
18,22
18,23
18,24
18,25
18,26
18,27
18,28
18,29
18,11
18,30
18,12
18,31
18,19
18,32
18,33
18,5
18,10
18,34
18,3
18,35
18,36
18,37
11,12
11,13
11,5
11,38
11,3
11,15
11,39
11,17
40,41
40,42
40,43
40,44
45,46
45,47
45,48
45,49
50,51
50,10
50,52
50,53
50,54
50,55
50,56
57,54
57,10
57,53
57,58
57,59
46,47
46,60
46,48
61,62
61,63
61,64
61,65
61,2
61,66
61,67
68,15
68,69
68,64
68,17
68,10
68,70
68,71
44,42
44,43
44,72
49,47
49,48
49,73
73,47
73,48
73,74
74,75
74,76
74,43
74,47
74,48
76,75
76,43
76,77
77,75
77,43
77,78
78,75
78,43
78,79
79,75
79,43
79,41
41,75
41,43
41,42
80,2
80,81
80,5
80,82
80,3
83,2
83,84
83,5
83,85
83,3
86,2
86,87
86,5
86,88
86,3
89,90
89,6
89,7
89,2
89,91
89,3
89,5
92,93
92,6
92,7
92,3
92,5
92,94
92,2
95,5
95,96
95,3
95,97
95,2
96,98
96,66
96,5
96,3
94,64
94,62
94,99
94,2
100,2
100,101
100,91
100,102
100,97
103,104
103,15
103,17
103,66
103,105
103,10
106,107
106,2
106,108
106,71
109,110
109,111
112,113
112,6
112,7
112,15
112,104
112,17
104,15
104,17
114,93
114,115
114,116
114,66
90,116
90,66
90,6
90,7
90,3
90,5
117,118
117,119
117,2
117,120
117,121
122,123
122,2
122,5
122,124
122,3
125,126
125,2
125,102
125,5
125,127
125,3
126,2
126,102
126,128
93,6
93,7
93,3
93,5
113,6
113,7
113,2
113,129
113,101
113,102
130,2
130,131
130,5
130,132
130,3
133,5
133,134
133,3
133,2
133,135
136,2
136,137
136,5
136,138
136,3
127,5
127,3
127,102
127,66
127,139
140,141
140,2
140,5
140,3
140,142
143,2
143,144
143,145
143,146
147,2
147,148
147,149
147,150
147,151
152,153
152,15
152,17
152,154
152,155
152,31
153,15
153,17
156,154
156,155
156,31
157,158
157,66
157,159
157,160
157,161
162,22
162,66
162,2
162,163
164,165
164,66
164,15
164,166
164,167
164,17
164,10
165,66
165,168
165,15
165,17
165,10
167,15
167,166
167,17
167,10
167,169
167,170
22,66
22,2
22,23
22,24
171,15
171,64
171,172
171,17
171,10
171,169
171,173
171,174
171,175
171,176
172,15
172,64
172,17
172,10
172,177
178,179
178,5
178,3
178,2
178,180
179,5
179,3
181,2
181,182
181,10
181,183
182,2
182,10
39,5
39,184
39,3
39,7
39,6
39,34
39,17
39,15
39,185
149,2
149,148
149,150
149,151
168,15
168,17
168,10
168,176
168,2
168,186
168,64
151,2
151,150
151,187
146,2
146,145
188,189
188,190
188,31
188,15
188,191
188,192
193,194
193,10
193,59
193,195
193,196
193,56
193,197
198,2
198,101
198,91
198,102
198,199
97,2
124,5
124,3
124,102
124,101
124,139
200,119
200,123
200,120
200,102
200,201
200,202
123,119
123,120
123,2
203,204
203,6
203,205
203,2
203,7
203,206
203,207
203,208
204,6
204,205
204,2
204,7
204,209
204,206
204,208
210,211
210,6
210,205
210,2
210,7
210,206
210,212
210,208
209,212
209,6
209,205
209,2
209,7
209,206
209,208
212,6
212,205
212,2
212,7
212,206
212,208
211,6
211,205
211,2
211,7
211,213
211,66
214,215
214,62
214,216
214,217
214,5
214,3
218,98
218,66
218,199
218,5
218,3
115,116
115,66
115,2
115,219
115,67
115,220
115,69
115,221
62,64
62,99
62,186
62,3
62,5
62,67
62,2
62,6
62,7
62,184
62,222
62,223
62,224
62,225
62,226
62,227
62,66
62,228
62,229
62,158
62,1
62,166
62,230
62,63
62,231
62,232
62,215
62,216
62,98
62,233
62,91
62,234
98,66
98,64
98,233
185,2
185,235
236,15
236,10
236,2
236,192
237,238
237,239
237,240
237,241
237,15
237,242
237,17
243,2
243,244
243,10
243,155
243,245
243,246
244,2
244,10
247,23
247,248
247,66
247,102
247,6
247,249
247,7
250,251
250,2
250,252
250,10
251,2
251,6
251,7
251,253
38,5
38,3
38,23
38,116
38,63
199,2
199,5
199,3
213,254
213,255
213,31
213,66
82,5
82,3
82,102
82,101
82,256
85,5
85,3
85,102
85,101
85,257
132,5
132,3
132,102
132,101
132,258
88,5
88,3
88,102
88,259
88,101
138,5
138,3
138,102
138,101
138,260
134,5
134,3
134,102
134,101
134,261
34,5
34,10
34,3
34,17
34,15
34,36
34,37
184,64
184,222
184,5
184,3
184,7
184,6
262,15
262,253
262,17
262,235
262,263
262,10
264,2
264,66
264,265
264,67
264,266
65,267
65,2
65,66
65,67
268,2
268,269
268,270
223,64
223,224
223,66
271,272
271,2
271,273
271,170
225,121
225,2
225,3
225,5
225,226
225,64
121,2
121,3
121,5
118,119
118,2
118,120
254,255
254,31
254,274
254,116
272,205
272,275
217,28
217,5
217,3
276,6
276,277
276,7
276,10
276,15
276,166
276,17
160,159
160,161
160,278
169,279
169,280
169,31
169,170
169,173
169,174
176,15
176,2
176,186
176,17
176,64
176,10
176,175
176,173
281,282
281,15
281,192
281,10
283,2
283,70
283,173
283,23
283,284
283,285
283,286
283,287
283,67
283,288
173,285
173,6
173,7
173,15
173,64
173,17
173,10
173,289
173,2
173,70
173,23
173,287
173,67
173,288
173,174
173,175
173,290
173,291
173,292
266,6
266,196
266,7
266,2
267,6
267,56
267,7
267,2
279,280
279,31
174,2
174,293
282,15
282,192
282,10
290,291
290,292
280,294
280,163
280,31
280,15
280,26
280,192
280,142
280,295
280,53
280,2
280,186
280,296
280,64
280,59
280,297
296,2
296,186
296,64
296,31
296,15
296,70
296,17
296,175
296,10
298,299
298,2
298,64
298,300
298,301
302,303
304,300
304,6
304,7
304,305
306,307
306,2
306,7
306,66
306,308
306,6
300,2
300,301
300,6
300,7
305,6
305,7
285,15
285,64
285,190
285,17
285,10
285,6
285,7
285,284
285,286
252,28
252,2
252,235
252,10
17,15
17,66
17,105
17,10
17,54
17,192
17,64
17,190
17,289
17,299
17,48
17,166
17,219
17,309
17,310
17,154
17,311
17,312
17,246
17,2
17,67
17,313
17,314
17,315
17,316
17,317
17,318
17,197
17,284
17,319
17,320
17,321
17,322
17,323
17,195
17,286
17,324
17,325
17,253
17,177
17,16
17,29
17,32
17,235
17,116
17,326
17,183
17,327
17,187
17,245
17,186
17,69
17,70
17,71
17,328
17,297
17,102
17,329
17,330
17,331
17,332
17,139
17,110
17,333
17,334
17,335
17,336
17,175
17,230
17,337
17,338
17,339
17,26
17,242
17,340
17,341
17,342
17,13
17,30
17,343
17,55
192,15
192,10
192,102
192,180
192,248
192,31
192,344
192,101
192,54
192,191
192,299
192,48
192,2
192,293
192,67
192,345
192,166
192,186
192,346
192,64
192,347
192,348
192,26
192,29
192,32
192,327
192,183
192,349
192,170
192,350
192,297
192,53
15,10
15,102
15,180
15,248
15,31
15,344
15,101
15,66
15,105
15,54
